id,japanese,pronounce,english,familiar,show_cnt,last_show,score
1166,上,じょう,"① from the standpoint of, as a matter of (e.g. fact), in the field of, being of the type of ② aboard (a ship or vehicle), on top of, on, above ③ first volume (e.g. book) ④ superior quality, best, top, high class ⑤ going up ⑥ governmental, imperial ⑦ presenting, showing",0,0,0,0.0
1167,人間,にんげん,"① human being, man, person ② character (of a person)",0,0,0,0.0
1168,人気,にんき,"popularity, popular feeling, business conditions",0,0,0,0.0
1169,人生,じんせい,(human) life (i.e. conception to death),0,0,0,0.0
1170,生える,はえる,"① to grow, to spring up ② to cut (teeth)",0,0,0,0.0
1171,生じる,しょうじる,"① to produce, to yield ② to result from, to arise, to be generated",0,0,0,0.0
1172,先日,せんじつ,"the other day, a few days ago",0,0,0,0.0
1173,大いに,おおいに,"very, much, greatly, a lot of",0,0,0,0.0
1174,大した,たいした,"considerable, great, important, significant, a big deal",0,0,0,0.0
1175,大して,たいして,"(not so) much, (not) very",0,0,0,0.0
1176,大半,たいはん,"majority, mostly, generally",0,0,0,0.0
1177,男子,だんし,"youth, young man",0,0,0,0.0
1178,中学,ちゅうがく,"middle school, junior high school",0,0,0,0.0
1179,長,ちょう,"chief, head",0,0,0,0.0
1180,電子,でんし,"① electron ② (esp. as a prefix) electronic, electronics",0,0,0,0.0
1181,読書,どくしょ,reading,0,0,0,0.0
1182,年間,ねんかん,year (period of),0,0,0,0.0
1183,年中,ねんじゅう,"whole year, always, everyday",0,0,0,0.0
1184,半ば,なかば,"middle, half, semi, halfway, partly",0,0,0,0.0
1185,分ける,わける,"to divide, to separate, to make distinctions, to differentiate (between)",0,0,0,0.0
1186,本人,ほんにん,the person himself,0,0,0,0.0
1187,本来,ほんらい,"① originally, primarily ② essentially, naturally, by nature, in (and of) itself ③ proper, legal",0,0,0,0.0
1188,名人,めいじん,"master, expert",0,0,0,0.0
1189,友,とも,"friend, companion, pal",0,0,0,0.0
1190,友人,ゆうじん,friend,0,0,0,0.0
1191,来,らい,"① next (year, etc.) ② since (last month, etc.)",0,0,0,0.0
1192,一生,いっしょう,"① whole life, a lifetime, all through life, one existence, a generation, an age, the whole world, the era ② (the only, the greatest, etc.) of one's life",0,0,0,0.0
1193,行き,いき,① bound for ... ② going (to),0,0,0,0.0
1194,年月,としつき,months and years,0,0,0,0.0
1195,食う,くう,"① to eat ② to live, to make a living, to survive ③ to bite, to sting (as insects do) ④ to tease, to torment, to taunt, to make light of, to make fun of ⑤ to encroach on, to eat into, to consume ⑥ to defeat a superior, to threaten a position ⑦ to consume time and-or resources ⑧ to have sexual relations with a woman, esp. for the first time",0,0,0,0.0
1196,見つめる,みつめる,"to stare at, to gaze at, to look hard at, to watch intently, to fix one's eyes on",0,0,0,0.0
1197,分かれる,わかれる,"① to branch, to fork, to diverge ② to separate, to split, to divide ③ to disperse, to scatter",0,0,0,0.0
1198,生き生き,いきいき,"vividly, lively",0,0,0,0.0
1199,生まれ,うまれ,"birth, birthplace",0,0,0,0.0
1200,何で,なんで,"① why?, what for? ② how?, by what means?",0,0,0,0.0
1201,中,ちゅう,"① medium, average, middle ② moderation ③ middle school ④ China ⑤ in, out of (e.g. three out of ten people) ⑥ during (a certain time when one did or is doing something), under (construction, etc.), while",0,0,0,0.0
1202,どうか,どうか,"please, somehow or other",0,0,0,0.0
1203,学,がく,"learning, scholarship, erudition, knowledge",0,0,0,0.0
1204,あんなに,あんなに,"to that extent, to that degree",0,0,0,0.0
1205,せっせと,せっせと,"diligently, assiduously",0,0,0,0.0
1206,そんなに,そんなに,"so much, so, like that",0,0,0,0.0
1207,社,しゃ,"① company, association, society ② regional Chinese god of the earth (or a village built in its honour) ③ counter for companies, shrines, etc.",0,0,0,0.0
1208,みたい,みたい,"-like, sort of, similar to, resembling",0,0,0,0.0
1209,間,かん,"① interval, period of time ② among, between, inter-",0,0,0,0.0
1210,大,だい,"① the large part of ② big, large, great ③ approximate size, no larger than ④ -university ⑤ large (e.g. serving size), loud (e.g. volume setting)",0,0,0,0.0
1211,生,せい,"① life, living ② I, me, myself",0,0,0,0.0
1212,後,ご,after,0,0,0,0.0
1213,名,めい,"① counter for people (usu. seating, reservations and such) ② first name ③ famous, great",0,0,0,0.0
1214,以前,いぜん,"ago, since, before, previous",0,0,0,0.0
1215,以来,いらい,"since, henceforth",0,0,0,0.0
1216,意外,いがい,"unexpected, surprising",0,0,0,0.0
1217,意思,いし,"intention, purpose",0,0,0,0.0
1218,一体,いったい,"① ...the heck (e.g. ""what the heck?""), ...in the world (e.g. ""why in the world?""), ...on earth (e.g. ""who on earth?"") ② one object, one body, unity ③ one form, one style ④ one Buddhist image (or carving, etc.) ⑤ generally, in general",0,0,0,0.0
1219,一方,いっぽう,"① one (esp. of two), the other, one way, the other way, one direction, the other direction, one side, the other side, one party, the other party ② on the one hand, on the other hand ③ whereas, although, but at the same time, meanwhile, in turn ④ (after noun, adjective-stem or plain verb) just keeps, being inclined to ..., tending to be ..., tending to do ..., continuously ..., just keeps on ...ing, only",0,0,0,0.0
1220,引用,いんよう,"quotation, citation, reference",0,0,0,0.0
1221,運,うん,"fortune, luck",0,0,0,0.0
1222,下がる,さがる,"to hang down, to abate, to retire, to fall, to step back",0,0,0,0.0
1223,家事,かじ,"① housework, domestic chores ② family affairs, household matters",0,0,0,0.0
1224,歌手,かしゅ,singer,0,0,0,0.0
1225,花火,はなび,fireworks,0,0,0,0.0
1226,画家,がか,"painter, artist",0,0,0,0.0
1227,会員,かいいん,"member, the membership",0,0,0,0.0
1228,会計,かいけい,"account, finance, accountant, treasurer, paymaster, reckoning, bill",0,0,0,0.0
1229,海外,かいがい,"foreign, abroad, overseas",0,0,0,0.0
1230,開始,かいし,"start, commencement, beginning, initiation",0,0,0,0.0
1231,学者,がくしゃ,scholar,0,0,0,0.0
1232,学習,がくしゅう,"study, learning, tutorial",0,0,0,0.0
1233,学問,がくもん,"scholarship, study, learning",0,0,0,0.0
1234,楽,らく,"comfort, ease",0,0,0,0.0
1235,起こる,おこる,"to occur, to happen",0,0,0,0.0
1236,牛,うし,"① cattle, cow, ox, oxen ② beef ③ Chinese ""Ox"" constellation (one of the 28 mansions)",0,0,0,0.0
1237,去る,さる,"① to leave, to go away ② to pass, to elapse ③ to be distant ④ to send away, to drive off, to divorce ⑤ (after a -masu stem, esp. of a suru verb) ... completely ⑥ last ... (e.g. ""last April"")",0,0,0,0.0
1238,強力,きょうりょく,"powerful, strong",0,0,0,0.0
1239,見事,みごと,"① splendid, magnificent, beautiful, admirable ② praiseworthy act, feat, commendable deed",0,0,0,0.0
1240,見送る,みおくる,"① to see off (e.g. to the station, an airport, etc.), to escort (e.g. home), to farewell ② to see out, to send off ③ to let pass, to wait and see, to continue (e.g. in legal contexts) ④ to let a pitch go by (baseball), to watch a batted ball go into the stands",0,0,0,0.0
1241,言わば,いわば,"so to speak, so to call it, as it were",0,0,0,0.0
1242,後者,こうしゃ,the latter,0,0,0,0.0
1243,公正,こうせい,"justice, fairness, impartiality",0,0,0,0.0
1244,広場,ひろば,plaza,0,0,0,0.0
1245,行動,こうどう,"action, conduct, behaviour, behavior, mobilization, mobilisation",0,0,0,0.0
1246,高度,こうど,"① altitude, height ② advanced, high-grade, strong",0,0,0,0.0
1247,国家,こっか,"state, country, nation",0,0,0,0.0
1248,国会,こっかい,"National Diet, parliament, congress",0,0,0,0.0
1249,作家,さっか,"author, writer, novelist, artist",0,0,0,0.0
1250,作業,さぎょう,"work, operation, manufacturing, fatigue duty",0,0,0,0.0
1251,作品,さくひん,"work (e.g. book, film, composition, etc.), opus, performance, production",0,0,0,0.0
1252,使用,しよう,"use, application, employment, utilization, utilisation",0,0,0,0.0
1253,思わず,おもわず,"unintentionally, reflexively, spontaneously, involuntarily, instinctively",0,0,0,0.0
1254,持ち上げる,もちあげる,"to raise, to lift up, to flatter",0,0,0,0.0
1255,自ら,みずから,"for one's self, personally",0,0,0,0.0
1256,自動,じどう,"① automatic, self-motion ② intransitive verb",0,0,0,0.0
1257,室,しつ,"① room ② Chinese ""Encampment"" constellation (one of the 28 mansions)",0,0,0,0.0
1258,質,しつ,quality,0,0,0,0.0
1259,借金,しゃっきん,"debt, loan, liabilities",0,0,0,0.0
1260,手間,てま,"time, labour, labor",0,0,0,0.0
1261,手入れ,ていれ,"① repairs, maintenance, tending, trimming, grooming ② crackdown, (police) raid",0,0,0,0.0
1262,重大,じゅうだい,"serious, important, significant, grave, weighty",0,0,0,0.0
1263,出会い,であい,"meeting, rendezvous, encounter",0,0,0,0.0
1264,出来事,できごと,"incident, affair, happening, event",0,0,0,0.0
1265,書店,しょてん,"bookshop, bookstore",0,0,0,0.0
1266,小屋,こや,"hut, cabin, shed, (animal) pen",0,0,0,0.0
1267,上京,じょうきょう,proceeding to the capital (Tokyo),0,0,0,0.0
1268,食品,しょくひん,"commodity, foodstuff",0,0,0,0.0
1269,食料,しょくりょう,food,0,0,0,0.0
1270,真っ赤,まっか,"① bright red, deep red, flushed (of face) ② downright (e.g. lie), complete, utter",0,0,0,0.0
1271,親しい,したしい,"intimate, close (e.g. friend)",0,0,0,0.0
1272,親友,しんゆう,"close friend, bosom (old, intimate) friend, buddy, crony, chum",0,0,0,0.0
1273,人工,じんこう,"artificial, manmade, human work, human skill, artificiality",0,0,0,0.0
1274,図,ず,"figure (e.g. Fig 1), drawing, picture, illustration",0,0,0,0.0
1275,世の中,よのなか,"society, the world, the times",0,0,0,0.0
1276,世間,せけん,"world, society",0,0,0,0.0
1277,正午,しょうご,"noon, mid-day",0,0,0,0.0
1278,生地,きじ,"① cloth, material, texture ② one's true character ③ unglazed pottery ④ uncooked dough, batter",0,0,0,0.0
1279,青年,せいねん,"youth, young man",0,0,0,0.0
1280,切れる,きれる,"① to cut well, to be sharp ② to break (off), to snap, to wear out ③ to be injured ④ to burst, to collapse ⑤ to be disconnected, to be out of, to expire, to sever (connections) with ⑥ to be shrewd, to have a sharp mind ⑦ to drop under (a certain figure), to beat (e.g. a time) ⑧ to flip, to lose one's temper ⑨ to be able to do completely",0,0,0,0.0
1281,先ず,まず,"① first (of all), to start with, about, almost, anyway, well, now ② hardly (with neg. verb)",0,0,0,0.0
1282,前者,ぜんしゃ,the former,0,0,0,0.0
1283,足る,たる,"to be sufficient, to be enough, to be worthy of",0,0,0,0.0
1284,多少,たしょう,"more or less, somewhat, a little, some",0,0,0,0.0
1285,体重,たいじゅう,body weight (usu. one's own),0,0,0,0.0
1286,貸し,かし,"loan, lending",0,0,0,0.0
1287,代金,だいきん,"price, payment, cost, charge, the money, the bill",0,0,0,0.0
1288,代理,だいり,"representation, agency, proxy, deputy, agent, attorney, substitute, alternate, acting (principal, etc.)",0,0,0,0.0
1289,台,だい,"① stand, rack, table ② support ③ belt ④ counter for machines, incl. vehicles ⑤ setting (e.g. in jewellery)",0,0,0,0.0
1290,大家,おおや,"landlord, landlady",0,0,0,0.0
1291,大会,たいかい,"convention, tournament, mass meeting, rally",0,0,0,0.0
1292,大使,たいし,ambassador,0,0,0,0.0
1293,題,だい,"① title, subject, theme, topic ② problem (on a test), question ③ counter for questions (on a test)",0,0,0,0.0
1294,知事,ちじ,prefectural governor,0,0,0,0.0
1295,地,ち,"① earth, ground, land, soil ② place ③ territory ④ bottom (of a package, book, etc.) ⑤ earth (one of the five elements)",0,0,0,0.0
1296,地下,ちか,"① basement, cellar, underground place ② underground, below ground ③ secret, under cover",0,0,0,0.0
1297,地方,ちほう,"① area, locality, district, region, province ② countryside, rural area ③ coast (esp. as seen from the water) ④ person singing ballads in Noh, person in charge of music in a Japanese dance performance",0,0,0,0.0
1298,中止,ちゅうし,"suspension, stoppage, discontinuance, interruption",0,0,0,0.0
1299,中心,ちゅうしん,"center, centre, middle, heart, core, focus, pivot, emphasis, balance",0,0,0,0.0
1300,注文,ちゅうもん,"order, request",0,0,0,0.0
1301,注目,ちゅうもく,"notice, attention, observation",0,0,0,0.0
1302,度,たび,"time (three times, each time, etc.), times",0,0,0,0.0
1303,土地,とち,"plot of land, lot, soil",0,0,0,0.0
1304,動かす,うごかす,"① to move, to shift, to operate, to set in motion, to mobilize, to mobilise ② to inspire, to rouse, to move (e.g. feeling), to influence ③ to deny, to change",0,0,0,0.0
1305,動作,どうさ,"action, movements, motions, bearing, behaviour, behavior, execution, actuation, operation, manners",0,0,0,0.0
1306,同一,どういつ,"identity, sameness, similarity, equality, fairness",0,0,0,0.0
1307,特急,とっきゅう,"① limited express (train, faster than an express) ② great hurry",0,0,0,0.0
1308,入場,にゅうじょう,"entrance, admission, entering",0,0,0,0.0
1309,年代,ねんだい,"age, era, period, date",0,0,0,0.0
1310,売れる,うれる,"① to sell (well) ② to be well known, to be popular, to be famous",0,0,0,0.0
1311,発,はつ,"① departure, departing (from ...), departing (at time ...) ② beginning ③ issued by (e.g. document) ④ counter for gunshots, counter for blows (punches)",0,0,0,0.0
1312,発見,はっけん,"discovery, detection, finding",0,0,0,0.0
1313,発行,はっこう,"① issue (publications), publishing ② raising an event (software)",0,0,0,0.0
1314,病,やまい,"illness, disease",0,0,0,0.0
1315,不安,ふあん,"anxiety, uneasiness, insecurity, suspense",0,0,0,0.0
1316,不運,ふうん,"unlucky, misfortune, bad luck, fate",0,0,0,0.0
1317,不正,ふせい,"injustice, unfairness, iniquity, impropriety, irregularity, dishonesty, illegality, fraud",0,0,0,0.0
1318,不足,ふそく,"insufficiency, shortage, deficiency, lack, dearth",0,0,0,0.0
1319,父親,ちちおや,father,0,0,0,0.0
1320,分野,ぶんや,"field, sphere, realm, division, branch",0,0,0,0.0
1321,文,ぶん,"sentence, text",0,0,0,0.0
1322,文字,もじ,"① letter (of alphabet), character ② literal",0,0,0,0.0
1323,別れ,わかれ,"parting, separation, farewell, (lateral) branch, fork, offshoot, division, section",0,0,0,0.0
1324,歩道,ほどう,"footpath, walkway, sidewalk",0,0,0,0.0
1325,母親,ははおや,mother,0,0,0,0.0
1326,味わう,あじわう,"to taste, to savor, to relish",0,0,0,0.0
1327,味方,みかた,"friend, ally, supporter",0,0,0,0.0
1328,目立つ,めだつ,"to be conspicuous, to stand out",0,0,0,0.0
1329,野,の,"① plain, field ② hidden (structural) member ③ wild ④ lacking a political post",0,0,0,0.0
1330,有料,ゆうりょう,"toll, fee, charge, admission-paid",0,0,0,0.0
1331,用いる,もちいる,"to use, to make use of",0,0,0,0.0
1332,用心,ようじん,"care, precaution, guarding, caution",0,0,0,0.0
1333,立ち止まる,たちどまる,"to stop, to halt, to stand still",0,0,0,0.0
1334,立ち上がる,たちあがる,"① to stand up, to get up ② to rise ③ to recover ④ to take action, to start ⑤ to make the initial charge (in sumo)",0,0,0,0.0
